Cấp Lớp,Môn học,Chủ đề,Mức độ khó,Loại Câu Hỏi,Câu hỏi,Đáp án 1,Đáp án 2,Đáp án 3,Đáp án 4,Đáp án đúng,Lời giải
5,math,math7,hard,drag_drop,Kéo số: Pi xấp xỉ bằng [ ]. (ID 19),3.14,3.15,3.41,3.12,3.14,Ôn luyện Toán 5 - Chủ đề 7
5,math,math7,easy,multiple_choice,Chu vi hình tròn đường kính 852 cm là:,2641.2 cm,2675.28 cm,852 cm,5350.56 cm,2675.28 cm,Ôn luyện Toán 5 - Chủ đề 7
5,math,math7,medium,fill_blank,Bán kính hình tròn là 859cm thì đường kính bằng ... cm.,859,1718,429,3436,1718,Ôn luyện Toán 5 - Chủ đề 7
5,math,math7,hard,true_false,Đúng hay Sai: Đường kính là dây cung dài nhất của hình tròn. (ID 20),Đúng,Sai,,,Đúng,Ôn luyện Toán 5 - Chủ đề 7
5,math,math7,easy,comparison,Chu vi hình tròn bán kính 873 ... Chu vi hình tròn đường kính 1746,<,>,=,,=,Ôn luyện Toán 5 - Chủ đề 7
5,math,math7,medium,sequence,"Đường kính các hình tròn: 880, 1760, 2640, ... cm.",6160,3520,4400,5280,3520,Ôn luyện Toán 5 - Chủ đề 7
5,math,math8,easy,multiple_choice,Thể tích hình lập phương cạnh 4 cm là:,64 cm³,16 cm³,12 cm³,,64 cm³,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,fill_blank,"Hình hộp chữ nhật có D=19, R=10, C=2. Thể tích bằng ...",380,31,38,190,380,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,true_false,Đúng hay Sai: Hình hộp chữ nhật có 6 mặt.,Sai,Đúng,,,Đúng,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,comparison,Thể tích lập phương cạnh 33 ... Thể tích lập phương cạnh 34,>,=,<,,<,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,sequence,"Số mặt của 1, 2, 3 hình lập phương rời rạc lần lượt là: 6, 12, ...",16,18,24,20,18,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,drag_drop,Kéo số: Hình lập phương có [ ] đỉnh.,8,4,6,12,8,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,multiple_choice,Thể tích hình lập phương cạnh 6 cm là:,18 cm³,36 cm³,216 cm³,24 cm³,216 cm³,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,fill_blank,"Hình hộp chữ nhật có D=61, R=10, C=2. Thể tích bằng ...",1220,610,122,73,1220,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,true_false,Đúng hay Sai: Hình hộp chữ nhật có 6 mặt. (ID 1),Sai,Đúng,,,Đúng,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,comparison,Thể tích lập phương cạnh 75 ... Thể tích lập phương cạnh 76,<,=,>,,<,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,sequence,"Số mặt của 1, 2, 3 hình lập phương rời rạc lần lượt là: 6, 12, ... (ID 1)",20,24,16,18,18,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,drag_drop,Kéo số: Hình lập phương có [ ] đỉnh. (ID 1),6,8,4,12,8,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,multiple_choice,Thể tích hình lập phương cạnh 8 cm là:,64 cm³,32 cm³,24 cm³,512 cm³,512 cm³,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,fill_blank,"Hình hộp chữ nhật có D=103, R=10, C=2. Thể tích bằng ...",2060,206,1030,115,2060,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,true_false,Đúng hay Sai: Hình hộp chữ nhật có 6 mặt. (ID 2),Sai,Đúng,,,Đúng,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,comparison,Thể tích lập phương cạnh 117 ... Thể tích lập phương cạnh 118,=,<,>,,<,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,sequence,"Số mặt của 1, 2, 3 hình lập phương rời rạc lần lượt là: 6, 12, ... (ID 2)",24,16,20,18,18,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,drag_drop,Kéo số: Hình lập phương có [ ] đỉnh. (ID 2),12,4,6,8,8,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,multiple_choice,Thể tích hình lập phương cạnh 10 cm là:,100 cm³,1000 cm³,30 cm³,40 cm³,1000 cm³,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,fill_blank,"Hình hộp chữ nhật có D=145, R=10, C=2. Thể tích bằng ...",1450,2900,290,157,2900,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,true_false,Đúng hay Sai: Hình hộp chữ nhật có 6 mặt. (ID 3),Sai,Đúng,,,Đúng,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,comparison,Thể tích lập phương cạnh 159 ... Thể tích lập phương cạnh 160,=,<,>,,<,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,sequence,"Số mặt của 1, 2, 3 hình lập phương rời rạc lần lượt là: 6, 12, ... (ID 3)",20,16,24,18,18,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,drag_drop,Kéo số: Hình lập phương có [ ] đỉnh. (ID 3),8,6,12,4,8,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,multiple_choice,Thể tích hình lập phương cạnh 2 cm là:,4 cm³,6 cm³,8 cm³,,8 cm³,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,fill_blank,"Hình hộp chữ nhật có D=187, R=10, C=2. Thể tích bằng ...",374,3740,1870,199,3740,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,true_false,Đúng hay Sai: Hình hộp chữ nhật có 6 mặt. (ID 4),Sai,Đúng,,,Đúng,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,comparison,Thể tích lập phương cạnh 201 ... Thể tích lập phương cạnh 202,>,<,=,,<,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,sequence,"Số mặt của 1, 2, 3 hình lập phương rời rạc lần lượt là: 6, 12, ... (ID 4)",20,24,16,18,18,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,drag_drop,Kéo số: Hình lập phương có [ ] đỉnh. (ID 4),12,8,6,4,8,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,multiple_choice,Thể tích hình lập phương cạnh 4 cm là: (ID 1),12 cm³,16 cm³,64 cm³,,64 cm³,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,fill_blank,"Hình hộp chữ nhật có D=229, R=10, C=2. Thể tích bằng ...",2290,241,4580,458,4580,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,true_false,Đúng hay Sai: Hình hộp chữ nhật có 6 mặt. (ID 5),Sai,Đúng,,,Đúng,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,comparison,Thể tích lập phương cạnh 243 ... Thể tích lập phương cạnh 244,=,<,>,,<,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,sequence,"Số mặt của 1, 2, 3 hình lập phương rời rạc lần lượt là: 6, 12, ... (ID 5)",18,20,16,24,18,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,drag_drop,Kéo số: Hình lập phương có [ ] đỉnh. (ID 5),8,4,6,12,8,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,multiple_choice,Thể tích hình lập phương cạnh 6 cm là: (ID 1),24 cm³,36 cm³,216 cm³,18 cm³,216 cm³,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,fill_blank,"Hình hộp chữ nhật có D=271, R=10, C=2. Thể tích bằng ...",542,283,5420,2710,5420,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,true_false,Đúng hay Sai: Hình hộp chữ nhật có 6 mặt. (ID 6),Sai,Đúng,,,Đúng,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,comparison,Thể tích lập phương cạnh 285 ... Thể tích lập phương cạnh 286,>,<,=,,<,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,sequence,"Số mặt của 1, 2, 3 hình lập phương rời rạc lần lượt là: 6, 12, ... (ID 6)",24,16,18,20,18,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,drag_drop,Kéo số: Hình lập phương có [ ] đỉnh. (ID 6),4,6,12,8,8,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,multiple_choice,Thể tích hình lập phương cạnh 8 cm là: (ID 1),24 cm³,64 cm³,32 cm³,512 cm³,512 cm³,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,fill_blank,"Hình hộp chữ nhật có D=313, R=10, C=2. Thể tích bằng ...",325,3130,626,6260,6260,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,true_false,Đúng hay Sai: Hình hộp chữ nhật có 6 mặt. (ID 7),Đúng,Sai,,,Đúng,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,comparison,Thể tích lập phương cạnh 327 ... Thể tích lập phương cạnh 328,>,=,<,,<,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,sequence,"Số mặt của 1, 2, 3 hình lập phương rời rạc lần lượt là: 6, 12, ... (ID 7)",18,24,20,16,18,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,drag_drop,Kéo số: Hình lập phương có [ ] đỉnh. (ID 7),6,12,4,8,8,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,multiple_choice,Thể tích hình lập phương cạnh 10 cm là: (ID 1),30 cm³,1000 cm³,40 cm³,100 cm³,1000 cm³,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,fill_blank,"Hình hộp chữ nhật có D=355, R=10, C=2. Thể tích bằng ...",367,3550,710,7100,7100,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,true_false,Đúng hay Sai: Hình hộp chữ nhật có 6 mặt. (ID 8),Sai,Đúng,,,Đúng,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,comparison,Thể tích lập phương cạnh 369 ... Thể tích lập phương cạnh 370,=,<,>,,<,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,sequence,"Số mặt của 1, 2, 3 hình lập phương rời rạc lần lượt là: 6, 12, ... (ID 8)",20,16,24,18,18,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,drag_drop,Kéo số: Hình lập phương có [ ] đỉnh. (ID 8),8,6,12,4,8,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,multiple_choice,Thể tích hình lập phương cạnh 2 cm là: (ID 1),4 cm³,8 cm³,6 cm³,,8 cm³,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,fill_blank,"Hình hộp chữ nhật có D=397, R=10, C=2. Thể tích bằng ...",794,3970,7940,409,7940,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,true_false,Đúng hay Sai: Hình hộp chữ nhật có 6 mặt. (ID 9),Đúng,Sai,,,Đúng,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,comparison,Thể tích lập phương cạnh 411 ... Thể tích lập phương cạnh 412,=,<,>,,<,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,sequence,"Số mặt của 1, 2, 3 hình lập phương rời rạc lần lượt là: 6, 12, ... (ID 9)",20,24,18,16,18,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,drag_drop,Kéo số: Hình lập phương có [ ] đỉnh. (ID 9),12,4,6,8,8,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,multiple_choice,Thể tích hình lập phương cạnh 4 cm là: (ID 2),12 cm³,64 cm³,16 cm³,,64 cm³,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,fill_blank,"Hình hộp chữ nhật có D=439, R=10, C=2. Thể tích bằng ...",4390,451,8780,878,8780,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,true_false,Đúng hay Sai: Hình hộp chữ nhật có 6 mặt. (ID 10),Sai,Đúng,,,Đúng,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,comparison,Thể tích lập phương cạnh 453 ... Thể tích lập phương cạnh 454,=,<,>,,<,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,sequence,"Số mặt của 1, 2, 3 hình lập phương rời rạc lần lượt là: 6, 12, ... (ID 10)",18,24,16,20,18,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,drag_drop,Kéo số: Hình lập phương có [ ] đỉnh. (ID 10),12,6,8,4,8,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,multiple_choice,Thể tích hình lập phương cạnh 6 cm là: (ID 2),216 cm³,36 cm³,24 cm³,18 cm³,216 cm³,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,fill_blank,"Hình hộp chữ nhật có D=481, R=10, C=2. Thể tích bằng ...",9620,962,4810,493,9620,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,true_false,Đúng hay Sai: Hình hộp chữ nhật có 6 mặt. (ID 11),Sai,Đúng,,,Đúng,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,comparison,Thể tích lập phương cạnh 495 ... Thể tích lập phương cạnh 496,=,<,>,,<,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,sequence,"Số mặt của 1, 2, 3 hình lập phương rời rạc lần lượt là: 6, 12, ... (ID 11)",24,16,18,20,18,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,drag_drop,Kéo số: Hình lập phương có [ ] đỉnh. (ID 11),12,4,8,6,8,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,multiple_choice,Thể tích hình lập phương cạnh 8 cm là: (ID 2),24 cm³,64 cm³,512 cm³,32 cm³,512 cm³,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,fill_blank,"Hình hộp chữ nhật có D=523, R=10, C=2. Thể tích bằng ...",10460,5230,1046,535,10460,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,true_false,Đúng hay Sai: Hình hộp chữ nhật có 6 mặt. (ID 12),Đúng,Sai,,,Đúng,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,comparison,Thể tích lập phương cạnh 537 ... Thể tích lập phương cạnh 538,=,<,>,,<,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,sequence,"Số mặt của 1, 2, 3 hình lập phương rời rạc lần lượt là: 6, 12, ... (ID 12)",24,18,16,20,18,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,drag_drop,Kéo số: Hình lập phương có [ ] đỉnh. (ID 12),8,4,6,12,8,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,multiple_choice,Thể tích hình lập phương cạnh 10 cm là: (ID 2),1000 cm³,30 cm³,100 cm³,40 cm³,1000 cm³,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,fill_blank,"Hình hộp chữ nhật có D=565, R=10, C=2. Thể tích bằng ...",11300,1130,577,5650,11300,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,true_false,Đúng hay Sai: Hình hộp chữ nhật có 6 mặt. (ID 13),Đúng,Sai,,,Đúng,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,comparison,Thể tích lập phương cạnh 579 ... Thể tích lập phương cạnh 580,<,>,=,,<,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,sequence,"Số mặt của 1, 2, 3 hình lập phương rời rạc lần lượt là: 6, 12, ... (ID 13)",20,24,18,16,18,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,drag_drop,Kéo số: Hình lập phương có [ ] đỉnh. (ID 13),12,4,6,8,8,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,multiple_choice,Thể tích hình lập phương cạnh 2 cm là: (ID 2),4 cm³,8 cm³,6 cm³,,8 cm³,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,fill_blank,"Hình hộp chữ nhật có D=607, R=10, C=2. Thể tích bằng ...",1214,12140,619,6070,12140,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,true_false,Đúng hay Sai: Hình hộp chữ nhật có 6 mặt. (ID 14),Sai,Đúng,,,Đúng,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,comparison,Thể tích lập phương cạnh 621 ... Thể tích lập phương cạnh 622,<,=,>,,<,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,sequence,"Số mặt của 1, 2, 3 hình lập phương rời rạc lần lượt là: 6, 12, ... (ID 14)",24,16,20,18,18,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,drag_drop,Kéo số: Hình lập phương có [ ] đỉnh. (ID 14),6,4,8,12,8,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,multiple_choice,Thể tích hình lập phương cạnh 4 cm là: (ID 3),16 cm³,64 cm³,12 cm³,,64 cm³,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,fill_blank,"Hình hộp chữ nhật có D=649, R=10, C=2. Thể tích bằng ...",12980,1298,6490,661,12980,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,true_false,Đúng hay Sai: Hình hộp chữ nhật có 6 mặt. (ID 15),Sai,Đúng,,,Đúng,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,comparison,Thể tích lập phương cạnh 663 ... Thể tích lập phương cạnh 664,<,>,=,,<,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,sequence,"Số mặt của 1, 2, 3 hình lập phương rời rạc lần lượt là: 6, 12, ... (ID 15)",18,24,20,16,18,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,drag_drop,Kéo số: Hình lập phương có [ ] đỉnh. (ID 15),12,4,6,8,8,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,multiple_choice,Thể tích hình lập phương cạnh 6 cm là: (ID 3),216 cm³,24 cm³,18 cm³,36 cm³,216 cm³,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,fill_blank,"Hình hộp chữ nhật có D=691, R=10, C=2. Thể tích bằng ...",6910,703,13820,1382,13820,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,true_false,Đúng hay Sai: Hình hộp chữ nhật có 6 mặt. (ID 16),Đúng,Sai,,,Đúng,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,comparison,Thể tích lập phương cạnh 705 ... Thể tích lập phương cạnh 706,>,=,<,,<,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,sequence,"Số mặt của 1, 2, 3 hình lập phương rời rạc lần lượt là: 6, 12, ... (ID 16)",16,20,18,24,18,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,drag_drop,Kéo số: Hình lập phương có [ ] đỉnh. (ID 16),12,8,4,6,8,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,multiple_choice,Thể tích hình lập phương cạnh 8 cm là: (ID 3),64 cm³,512 cm³,32 cm³,24 cm³,512 cm³,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,fill_blank,"Hình hộp chữ nhật có D=733, R=10, C=2. Thể tích bằng ...",7330,745,1466,14660,14660,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,true_false,Đúng hay Sai: Hình hộp chữ nhật có 6 mặt. (ID 17),Sai,Đúng,,,Đúng,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,comparison,Thể tích lập phương cạnh 747 ... Thể tích lập phương cạnh 748,=,>,<,,<,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,sequence,"Số mặt của 1, 2, 3 hình lập phương rời rạc lần lượt là: 6, 12, ... (ID 17)",24,20,18,16,18,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,drag_drop,Kéo số: Hình lập phương có [ ] đỉnh. (ID 17),12,6,4,8,8,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,multiple_choice,Thể tích hình lập phương cạnh 10 cm là: (ID 3),30 cm³,100 cm³,40 cm³,1000 cm³,1000 cm³,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,fill_blank,"Hình hộp chữ nhật có D=775, R=10, C=2. Thể tích bằng ...",7750,1550,15500,787,15500,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,true_false,Đúng hay Sai: Hình hộp chữ nhật có 6 mặt. (ID 18),Đúng,Sai,,,Đúng,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,comparison,Thể tích lập phương cạnh 789 ... Thể tích lập phương cạnh 790,<,=,>,,<,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,sequence,"Số mặt của 1, 2, 3 hình lập phương rời rạc lần lượt là: 6, 12, ... (ID 18)",18,20,24,16,18,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,drag_drop,Kéo số: Hình lập phương có [ ] đỉnh. (ID 18),6,12,4,8,8,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,multiple_choice,Thể tích hình lập phương cạnh 2 cm là: (ID 3),6 cm³,8 cm³,4 cm³,,8 cm³,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,fill_blank,"Hình hộp chữ nhật có D=817, R=10, C=2. Thể tích bằng ...",1634,8170,829,16340,16340,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,true_false,Đúng hay Sai: Hình hộp chữ nhật có 6 mặt. (ID 19),Sai,Đúng,,,Đúng,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,comparison,Thể tích lập phương cạnh 831 ... Thể tích lập phương cạnh 832,<,>,=,,<,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,sequence,"Số mặt của 1, 2, 3 hình lập phương rời rạc lần lượt là: 6, 12, ... (ID 19)",24,16,18,20,18,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,drag_drop,Kéo số: Hình lập phương có [ ] đỉnh. (ID 19),4,6,8,12,8,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,multiple_choice,Thể tích hình lập phương cạnh 4 cm là: (ID 4),12 cm³,64 cm³,16 cm³,,64 cm³,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,fill_blank,"Hình hộp chữ nhật có D=859, R=10, C=2. Thể tích bằng ...",871,17180,8590,1718,17180,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,hard,true_false,Đúng hay Sai: Hình hộp chữ nhật có 6 mặt. (ID 20),Sai,Đúng,,,Đúng,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,easy,comparison,Thể tích lập phương cạnh 873 ... Thể tích lập phương cạnh 874,=,>,<,,<,Ôn luyện Toán 5 - Chủ đề 8
5,math,math8,medium,sequence,"Số mặt của 1, 2, 3 hình lập phương rời rạc lần lượt là: 6, 12, ... (ID 20)",20,24,16,18,18,Ôn luyện Toán 5 - Chủ đề 8
