Tên Đề Thi,Cấp Lớp,Mốc Thời Gian,Loại Câu Hỏi,Nội dung câu hỏi,Đáp án 1,Đáp án 2,Đáp án 3,Đáp án 4,Đáp án đúng
Đề thi Tiếng Việt Lớp 1 - MID2 - Đề 7,1,mid2,fill_blank,Điền vần: Buổi s... (sáng/xáng)?,sáng,xáng,sán,xán,sáng
Đề thi Tiếng Việt Lớp 1 - MID2 - Đề 7,1,mid2,comparison,So sánh số tiếng: 'trường học' ... 'lớp',>,<,=,,>
Đề thi Tiếng Việt Lớp 1 - MID2 - Đề 8,1,mid2,comparison,So sánh số tiếng: 'trường học' ... 'lớp',>,<,=,,>
Đề thi Tiếng Việt Lớp 1 - MID2 - Đề 8,1,mid2,comparison,So sánh số tiếng: 'trường học' ... 'lớp',>,<,=,,>
Đề thi Tiếng Việt Lớp 1 - MID2 - Đề 8,1,mid2,comparison,So sánh số tiếng: 'trường học' ... 'lớp',>,<,=,,>
Đề thi Tiếng Việt Lớp 1 - MID2 - Đề 8,1,mid2,multiple_choice,Từ nào chỉ người trong gia đình?,Bàn ghế,Ông bà,Cây cối,Bút thước,Ông bà
Đề thi Tiếng Việt Lớp 1 - MID2 - Đề 8,1,mid2,true_false,Đúng hay sai: 'Đi học' là từ chỉ hoạt động.,Đúng,Sai,,,Đúng
Đề thi Tiếng Việt Lớp 1 - MID2 - Đề 8,1,mid2,true_false,Đúng hay sai: 'Đi học' là từ chỉ hoạt động.,Đúng,Sai,,,Đúng
Đề thi Tiếng Việt Lớp 1 - MID2 - Đề 8,1,mid2,fill_blank,Điền vần: Buổi s... (sáng/xáng)?,sáng,xáng,sán,xán,sáng
Đề thi Tiếng Việt Lớp 1 - MID2 - Đề 8,1,mid2,true_false,Đúng hay sai: 'Đi học' là từ chỉ hoạt động.,Đúng,Sai,,,Đúng
Đề thi Tiếng Việt Lớp 1 - MID2 - Đề 8,1,mid2,comparison,So sánh số tiếng: 'trường học' ... 'lớp',>,<,=,,>
Đề thi Tiếng Việt Lớp 1 - MID2 - Đề 8,1,mid2,true_false,Đúng hay sai: 'Đi học' là từ chỉ hoạt động.,Đúng,Sai,,,Đúng
Đề thi Tiếng Việt Lớp 1 - MID2 - Đề 9,1,mid2,true_false,Đúng hay sai: 'Đi học' là từ chỉ hoạt động.,Đúng,Sai,,,Đúng
Đề thi Tiếng Việt Lớp 1 - MID2 - Đề 9,1,mid2,fill_blank,Điền vần: Buổi s... (sáng/xáng)?,sáng,xáng,sán,xán,sáng
Đề thi Tiếng Việt Lớp 1 - MID2 - Đề 9,1,mid2,true_false,Đúng hay sai: 'Đi học' là từ chỉ hoạt động.,Đúng,Sai,,,Đúng
Đề thi Tiếng Việt Lớp 1 - MID2 - Đề 9,1,mid2,fill_blank,Điền vần: Buổi s... (sáng/xáng)?,sáng,xáng,sán,xán,sáng
Đề thi Tiếng Việt Lớp 1 - MID2 - Đề 9,1,mid2,comparison,So sánh số tiếng: 'trường học' ... 'lớp',>,<,=,,>
Đề thi Tiếng Việt Lớp 1 - MID2 - Đề 9,1,mid2,comparison,So sánh số tiếng: 'trường học' ... 'lớp',>,<,=,,>
Đề thi Tiếng Việt Lớp 1 - MID2 - Đề 9,1,mid2,true_false,Đúng hay sai: 'Đi học' là từ chỉ hoạt động.,Đúng,Sai,,,Đúng
Đề thi Tiếng Việt Lớp 1 - MID2 - Đề 9,1,mid2,multiple_choice,Từ nào chỉ người trong gia đình?,Ông bà,Cây cối,Bút thước,Bàn ghế,Ông bà
Đề thi Tiếng Việt Lớp 1 - MID2 - Đề 9,1,mid2,true_false,Đúng hay sai: 'Đi học' là từ chỉ hoạt động.,Đúng,Sai,,,Đúng
Đề thi Tiếng Việt Lớp 1 - MID2 - Đề 9,1,mid2,true_false,Đúng hay sai: 'Đi học' là từ chỉ hoạt động.,Đúng,Sai,,,Đúng
Đề thi Tiếng Việt Lớp 1 - MID2 - Đề 10,1,mid2,comparison,So sánh số tiếng: 'trường học' ... 'lớp',>,<,=,,>
Đề thi Tiếng Việt Lớp 1 - MID2 - Đề 10,1,mid2,comparison,So sánh số tiếng: 'trường học' ... 'lớp',>,<,=,,>
Đề thi Tiếng Việt Lớp 1 - MID2 - Đề 10,1,mid2,comparison,So sánh số tiếng: 'trường học' ... 'lớp',>,<,=,,>
Đề thi Tiếng Việt Lớp 1 - MID2 - Đề 10,1,mid2,multiple_choice,Từ nào chỉ người trong gia đình?,Ông bà,Bàn ghế,Cây cối,Bút thước,Ông bà
Đề thi Tiếng Việt Lớp 1 - MID2 - Đề 10,1,mid2,multiple_choice,Từ nào chỉ người trong gia đình?,Cây cối,Ông bà,Bút thước,Bàn ghế,Ông bà
Đề thi Tiếng Việt Lớp 1 - MID2 - Đề 10,1,mid2,comparison,So sánh số tiếng: 'trường học' ... 'lớp',>,<,=,,>
Đề thi Tiếng Việt Lớp 1 - MID2 - Đề 10,1,mid2,multiple_choice,Từ nào chỉ người trong gia đình?,Cây cối,Ông bà,Bàn ghế,Bút thước,Ông bà
Đề thi Tiếng Việt Lớp 1 - MID2 - Đề 10,1,mid2,true_false,Đúng hay sai: 'Đi học' là từ chỉ hoạt động.,Đúng,Sai,,,Đúng
Đề thi Tiếng Việt Lớp 1 - MID2 - Đề 10,1,mid2,comparison,So sánh số tiếng: 'trường học' ... 'lớp',>,<,=,,>
Đề thi Tiếng Việt Lớp 1 - MID2 - Đề 10,1,mid2,true_false,Đúng hay sai: 'Đi học' là từ chỉ hoạt động.,Đúng,Sai,,,Đúng
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 1,1,end2,comparison,So sánh: 'hoa' ... 'hoa quả',>,<,=,,<
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 1,1,end2,multiple_choice,Câu nào là câu hỏi?,Trời mưa.,Mình đi học.,Bạn tên là gì?,Hoa nở.,Bạn tên là gì?
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 1,1,end2,comparison,So sánh: 'hoa' ... 'hoa quả',>,<,=,,<
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 1,1,end2,true_false,Đúng hay sai: Chữ cái đầu câu phải viết hoa.,Đúng,Sai,,,Đúng
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 1,1,end2,fill_blank,Điền từ: ... mặt trời mọc ở đằng Đông.,Ông,Bà,Anh,Chị,Ông
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 1,1,end2,fill_blank,Điền từ: ... mặt trời mọc ở đằng Đông.,Ông,Bà,Anh,Chị,Ông
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 1,1,end2,fill_blank,Điền từ: ... mặt trời mọc ở đằng Đông.,Ông,Bà,Anh,Chị,Ông
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 1,1,end2,comparison,So sánh: 'hoa' ... 'hoa quả',>,<,=,,<
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 1,1,end2,fill_blank,Điền từ: ... mặt trời mọc ở đằng Đông.,Ông,Bà,Anh,Chị,Ông
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 1,1,end2,comparison,So sánh: 'hoa' ... 'hoa quả',>,<,=,,<
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 2,1,end2,comparison,So sánh: 'hoa' ... 'hoa quả',>,<,=,,<
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 2,1,end2,comparison,So sánh: 'hoa' ... 'hoa quả',>,<,=,,<
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 2,1,end2,multiple_choice,Câu nào là câu hỏi?,Hoa nở.,Mình đi học.,Trời mưa.,Bạn tên là gì?,Bạn tên là gì?
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 2,1,end2,true_false,Đúng hay sai: Chữ cái đầu câu phải viết hoa.,Đúng,Sai,,,Đúng
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 2,1,end2,true_false,Đúng hay sai: Chữ cái đầu câu phải viết hoa.,Đúng,Sai,,,Đúng
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 2,1,end2,true_false,Đúng hay sai: Chữ cái đầu câu phải viết hoa.,Đúng,Sai,,,Đúng
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 2,1,end2,comparison,So sánh: 'hoa' ... 'hoa quả',>,<,=,,<
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 2,1,end2,true_false,Đúng hay sai: Chữ cái đầu câu phải viết hoa.,Đúng,Sai,,,Đúng
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 2,1,end2,multiple_choice,Câu nào là câu hỏi?,Trời mưa.,Bạn tên là gì?,Hoa nở.,Mình đi học.,Bạn tên là gì?
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 2,1,end2,multiple_choice,Câu nào là câu hỏi?,Hoa nở.,Bạn tên là gì?,Mình đi học.,Trời mưa.,Bạn tên là gì?
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 3,1,end2,fill_blank,Điền từ: ... mặt trời mọc ở đằng Đông.,Ông,Bà,Anh,Chị,Ông
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 3,1,end2,comparison,So sánh: 'hoa' ... 'hoa quả',>,<,=,,<
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 3,1,end2,comparison,So sánh: 'hoa' ... 'hoa quả',>,<,=,,<
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 3,1,end2,multiple_choice,Câu nào là câu hỏi?,Bạn tên là gì?,Trời mưa.,Mình đi học.,Hoa nở.,Bạn tên là gì?
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 3,1,end2,comparison,So sánh: 'hoa' ... 'hoa quả',>,<,=,,<
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 3,1,end2,true_false,Đúng hay sai: Chữ cái đầu câu phải viết hoa.,Đúng,Sai,,,Đúng
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 3,1,end2,multiple_choice,Câu nào là câu hỏi?,Bạn tên là gì?,Mình đi học.,Trời mưa.,Hoa nở.,Bạn tên là gì?
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 3,1,end2,multiple_choice,Câu nào là câu hỏi?,Mình đi học.,Bạn tên là gì?,Trời mưa.,Hoa nở.,Bạn tên là gì?
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 3,1,end2,multiple_choice,Câu nào là câu hỏi?,Bạn tên là gì?,Hoa nở.,Trời mưa.,Mình đi học.,Bạn tên là gì?
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 3,1,end2,fill_blank,Điền từ: ... mặt trời mọc ở đằng Đông.,Ông,Bà,Anh,Chị,Ông
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 4,1,end2,fill_blank,Điền từ: ... mặt trời mọc ở đằng Đông.,Ông,Bà,Anh,Chị,Ông
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 4,1,end2,multiple_choice,Câu nào là câu hỏi?,Bạn tên là gì?,Trời mưa.,Mình đi học.,Hoa nở.,Bạn tên là gì?
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 4,1,end2,fill_blank,Điền từ: ... mặt trời mọc ở đằng Đông.,Ông,Bà,Anh,Chị,Ông
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 4,1,end2,comparison,So sánh: 'hoa' ... 'hoa quả',>,<,=,,<
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 4,1,end2,multiple_choice,Câu nào là câu hỏi?,Mình đi học.,Trời mưa.,Hoa nở.,Bạn tên là gì?,Bạn tên là gì?
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 4,1,end2,comparison,So sánh: 'hoa' ... 'hoa quả',>,<,=,,<
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 4,1,end2,comparison,So sánh: 'hoa' ... 'hoa quả',>,<,=,,<
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 4,1,end2,multiple_choice,Câu nào là câu hỏi?,Mình đi học.,Trời mưa.,Hoa nở.,Bạn tên là gì?,Bạn tên là gì?
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 4,1,end2,fill_blank,Điền từ: ... mặt trời mọc ở đằng Đông.,Ông,Bà,Anh,Chị,Ông
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 4,1,end2,multiple_choice,Câu nào là câu hỏi?,Mình đi học.,Trời mưa.,Bạn tên là gì?,Hoa nở.,Bạn tên là gì?
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 5,1,end2,comparison,So sánh: 'hoa' ... 'hoa quả',>,<,=,,<
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 5,1,end2,fill_blank,Điền từ: ... mặt trời mọc ở đằng Đông.,Ông,Bà,Anh,Chị,Ông
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 5,1,end2,true_false,Đúng hay sai: Chữ cái đầu câu phải viết hoa.,Đúng,Sai,,,Đúng
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 5,1,end2,true_false,Đúng hay sai: Chữ cái đầu câu phải viết hoa.,Đúng,Sai,,,Đúng
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 5,1,end2,fill_blank,Điền từ: ... mặt trời mọc ở đằng Đông.,Ông,Bà,Anh,Chị,Ông
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 5,1,end2,comparison,So sánh: 'hoa' ... 'hoa quả',>,<,=,,<
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 5,1,end2,fill_blank,Điền từ: ... mặt trời mọc ở đằng Đông.,Ông,Bà,Anh,Chị,Ông
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 5,1,end2,multiple_choice,Câu nào là câu hỏi?,Mình đi học.,Bạn tên là gì?,Trời mưa.,Hoa nở.,Bạn tên là gì?
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 5,1,end2,true_false,Đúng hay sai: Chữ cái đầu câu phải viết hoa.,Đúng,Sai,,,Đúng
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 5,1,end2,true_false,Đúng hay sai: Chữ cái đầu câu phải viết hoa.,Đúng,Sai,,,Đúng
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 6,1,end2,fill_blank,Điền từ: ... mặt trời mọc ở đằng Đông.,Ông,Bà,Anh,Chị,Ông
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 6,1,end2,multiple_choice,Câu nào là câu hỏi?,Bạn tên là gì?,Trời mưa.,Mình đi học.,Hoa nở.,Bạn tên là gì?
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 6,1,end2,comparison,So sánh: 'hoa' ... 'hoa quả',>,<,=,,<
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 6,1,end2,comparison,So sánh: 'hoa' ... 'hoa quả',>,<,=,,<
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 6,1,end2,true_false,Đúng hay sai: Chữ cái đầu câu phải viết hoa.,Đúng,Sai,,,Đúng
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 6,1,end2,fill_blank,Điền từ: ... mặt trời mọc ở đằng Đông.,Ông,Bà,Anh,Chị,Ông
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 6,1,end2,fill_blank,Điền từ: ... mặt trời mọc ở đằng Đông.,Ông,Bà,Anh,Chị,Ông
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 6,1,end2,fill_blank,Điền từ: ... mặt trời mọc ở đằng Đông.,Ông,Bà,Anh,Chị,Ông
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 6,1,end2,multiple_choice,Câu nào là câu hỏi?,Bạn tên là gì?,Mình đi học.,Trời mưa.,Hoa nở.,Bạn tên là gì?
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 6,1,end2,comparison,So sánh: 'hoa' ... 'hoa quả',>,<,=,,<
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 7,1,end2,comparison,So sánh: 'hoa' ... 'hoa quả',>,<,=,,<
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 7,1,end2,fill_blank,Điền từ: ... mặt trời mọc ở đằng Đông.,Ông,Bà,Anh,Chị,Ông
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 7,1,end2,multiple_choice,Câu nào là câu hỏi?,Hoa nở.,Mình đi học.,Bạn tên là gì?,Trời mưa.,Bạn tên là gì?
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 7,1,end2,fill_blank,Điền từ: ... mặt trời mọc ở đằng Đông.,Ông,Bà,Anh,Chị,Ông
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 7,1,end2,true_false,Đúng hay sai: Chữ cái đầu câu phải viết hoa.,Đúng,Sai,,,Đúng
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 7,1,end2,true_false,Đúng hay sai: Chữ cái đầu câu phải viết hoa.,Đúng,Sai,,,Đúng
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 7,1,end2,comparison,So sánh: 'hoa' ... 'hoa quả',>,<,=,,<
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 7,1,end2,comparison,So sánh: 'hoa' ... 'hoa quả',>,<,=,,<
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 7,1,end2,comparison,So sánh: 'hoa' ... 'hoa quả',>,<,=,,<
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 7,1,end2,fill_blank,Điền từ: ... mặt trời mọc ở đằng Đông.,Ông,Bà,Anh,Chị,Ông
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 8,1,end2,true_false,Đúng hay sai: Chữ cái đầu câu phải viết hoa.,Đúng,Sai,,,Đúng
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 8,1,end2,fill_blank,Điền từ: ... mặt trời mọc ở đằng Đông.,Ông,Bà,Anh,Chị,Ông
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 8,1,end2,multiple_choice,Câu nào là câu hỏi?,Mình đi học.,Trời mưa.,Hoa nở.,Bạn tên là gì?,Bạn tên là gì?
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 8,1,end2,fill_blank,Điền từ: ... mặt trời mọc ở đằng Đông.,Ông,Bà,Anh,Chị,Ông
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 8,1,end2,multiple_choice,Câu nào là câu hỏi?,Bạn tên là gì?,Hoa nở.,Trời mưa.,Mình đi học.,Bạn tên là gì?
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 8,1,end2,comparison,So sánh: 'hoa' ... 'hoa quả',>,<,=,,<
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 8,1,end2,comparison,So sánh: 'hoa' ... 'hoa quả',>,<,=,,<
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 8,1,end2,fill_blank,Điền từ: ... mặt trời mọc ở đằng Đông.,Ông,Bà,Anh,Chị,Ông
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 8,1,end2,fill_blank,Điền từ: ... mặt trời mọc ở đằng Đông.,Ông,Bà,Anh,Chị,Ông
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 8,1,end2,comparison,So sánh: 'hoa' ... 'hoa quả',>,<,=,,<
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 9,1,end2,multiple_choice,Câu nào là câu hỏi?,Hoa nở.,Bạn tên là gì?,Trời mưa.,Mình đi học.,Bạn tên là gì?
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 9,1,end2,multiple_choice,Câu nào là câu hỏi?,Bạn tên là gì?,Hoa nở.,Trời mưa.,Mình đi học.,Bạn tên là gì?
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 9,1,end2,comparison,So sánh: 'hoa' ... 'hoa quả',>,<,=,,<
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 9,1,end2,multiple_choice,Câu nào là câu hỏi?,Mình đi học.,Bạn tên là gì?,Hoa nở.,Trời mưa.,Bạn tên là gì?
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 9,1,end2,fill_blank,Điền từ: ... mặt trời mọc ở đằng Đông.,Ông,Bà,Anh,Chị,Ông
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 9,1,end2,true_false,Đúng hay sai: Chữ cái đầu câu phải viết hoa.,Đúng,Sai,,,Đúng
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 9,1,end2,fill_blank,Điền từ: ... mặt trời mọc ở đằng Đông.,Ông,Bà,Anh,Chị,Ông
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 9,1,end2,fill_blank,Điền từ: ... mặt trời mọc ở đằng Đông.,Ông,Bà,Anh,Chị,Ông
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 9,1,end2,multiple_choice,Câu nào là câu hỏi?,Trời mưa.,Bạn tên là gì?,Mình đi học.,Hoa nở.,Bạn tên là gì?
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 9,1,end2,true_false,Đúng hay sai: Chữ cái đầu câu phải viết hoa.,Đúng,Sai,,,Đúng
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 10,1,end2,comparison,So sánh: 'hoa' ... 'hoa quả',>,<,=,,<
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 10,1,end2,true_false,Đúng hay sai: Chữ cái đầu câu phải viết hoa.,Đúng,Sai,,,Đúng
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 10,1,end2,comparison,So sánh: 'hoa' ... 'hoa quả',>,<,=,,<
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 10,1,end2,fill_blank,Điền từ: ... mặt trời mọc ở đằng Đông.,Ông,Bà,Anh,Chị,Ông
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 10,1,end2,comparison,So sánh: 'hoa' ... 'hoa quả',>,<,=,,<
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 10,1,end2,multiple_choice,Câu nào là câu hỏi?,Bạn tên là gì?,Mình đi học.,Trời mưa.,Hoa nở.,Bạn tên là gì?
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 10,1,end2,fill_blank,Điền từ: ... mặt trời mọc ở đằng Đông.,Ông,Bà,Anh,Chị,Ông
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 10,1,end2,true_false,Đúng hay sai: Chữ cái đầu câu phải viết hoa.,Đúng,Sai,,,Đúng
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 10,1,end2,true_false,Đúng hay sai: Chữ cái đầu câu phải viết hoa.,Đúng,Sai,,,Đúng
Đề thi Tiếng Việt Lớp 1 - END2 - Đề 10,1,end2,fill_blank,Điền từ: ... mặt trời mọc ở đằng Đông.,Ông,Bà,Anh,Chị,Ông
Đề thi Toán Lớp 2 - MID1 - Đề 1,2,mid1,comparison,So sánh: 57 kg ... 27 kg,>,<,=,,>
Đề thi Toán Lớp 2 - MID1 - Đề 1,2,mid1,multiple_choice,Tính: 52 + 21 = ?,74,73,83,63,73
Đề thi Toán Lớp 2 - MID1 - Đề 1,2,mid1,multiple_choice,Tính: 32 + 19 = ?,51,61,52,41,51
Đề thi Toán Lớp 2 - MID1 - Đề 1,2,mid1,comparison,So sánh: 31 kg ... 28 kg,>,<,=,,>
Đề thi Toán Lớp 2 - MID1 - Đề 1,2,mid1,comparison,So sánh: 60 kg ... 20 kg,>,<,=,,>
Đề thi Toán Lớp 2 - MID1 - Đề 1,2,mid1,true_false,Đúng hay sai: 1 kg bông nặng hơn 1 kg sắt.,Đúng,Sai,,,Sai
Đề thi Toán Lớp 2 - MID1 - Đề 1,2,mid1,multiple_choice,Tính: 30 + 22 = ?,52,62,53,42,52
Đề thi Toán Lớp 2 - MID1 - Đề 1,2,mid1,multiple_choice,Tính: 58 + 19 = ?,87,67,78,77,77
Đề thi Toán Lớp 2 - MID1 - Đề 1,2,mid1,fill_blank,Điền số: 100 - 55 = ...,45,55,35,46,45
Đề thi Toán Lớp 2 - MID1 - Đề 1,2,mid1,multiple_choice,Tính: 55 + 27 = ?,83,82,92,72,82
Đề thi Toán Lớp 2 - MID1 - Đề 2,2,mid1,true_false,Đúng hay sai: 1 kg bông nặng hơn 1 kg sắt.,Đúng,Sai,,,Sai
Đề thi Toán Lớp 2 - MID1 - Đề 2,2,mid1,multiple_choice,Tính: 47 + 26 = ?,63,73,74,83,73
Đề thi Toán Lớp 2 - MID1 - Đề 2,2,mid1,true_false,Đúng hay sai: 1 kg bông nặng hơn 1 kg sắt.,Đúng,Sai,,,Sai
Đề thi Toán Lớp 2 - MID1 - Đề 2,2,mid1,comparison,So sánh: 32 kg ... 29 kg,>,<,=,,>
Đề thi Toán Lớp 2 - MID1 - Đề 2,2,mid1,multiple_choice,Tính: 32 + 15 = ?,48,57,37,47,47
Đề thi Toán Lớp 2 - MID1 - Đề 2,2,mid1,true_false,Đúng hay sai: 1 kg bông nặng hơn 1 kg sắt.,Đúng,Sai,,,Sai
Đề thi Toán Lớp 2 - MID1 - Đề 2,2,mid1,true_false,Đúng hay sai: 1 kg bông nặng hơn 1 kg sắt.,Đúng,Sai,,,Sai
Đề thi Toán Lớp 2 - MID1 - Đề 2,2,mid1,true_false,Đúng hay sai: 1 kg bông nặng hơn 1 kg sắt.,Đúng,Sai,,,Sai
Đề thi Toán Lớp 2 - MID1 - Đề 2,2,mid1,comparison,So sánh: 41 kg ... 26 kg,>,<,=,,>
Đề thi Toán Lớp 2 - MID1 - Đề 2,2,mid1,fill_blank,Điền số: 100 - 49 = ...,51,61,41,52,51
Đề thi Toán Lớp 2 - MID1 - Đề 3,2,mid1,fill_blank,Điền số: 100 - 54 = ...,46,56,36,47,46
Đề thi Toán Lớp 2 - MID1 - Đề 3,2,mid1,multiple_choice,Tính: 51 + 17 = ?,69,68,78,58,68
Đề thi Toán Lớp 2 - MID1 - Đề 3,2,mid1,fill_blank,Điền số: 100 - 60 = ...,40,50,30,41,40
Đề thi Toán Lớp 2 - MID1 - Đề 3,2,mid1,multiple_choice,Tính: 47 + 25 = ?,73,62,82,72,72
Đề thi Toán Lớp 2 - MID1 - Đề 3,2,mid1,fill_blank,Điền số: 100 - 58 = ...,42,52,32,43,42
Đề thi Toán Lớp 2 - MID1 - Đề 3,2,mid1,true_false,Đúng hay sai: 1 kg bông nặng hơn 1 kg sắt.,Đúng,Sai,,,Sai
Đề thi Toán Lớp 2 - MID1 - Đề 3,2,mid1,comparison,So sánh: 50 kg ... 18 kg,>,<,=,,>
Đề thi Toán Lớp 2 - MID1 - Đề 3,2,mid1,fill_blank,Điền số: 100 - 50 = ...,50,60,40,51,50
Đề thi Toán Lớp 2 - MID1 - Đề 3,2,mid1,comparison,So sánh: 48 kg ... 20 kg,>,<,=,,>
Đề thi Toán Lớp 2 - MID1 - Đề 3,2,mid1,multiple_choice,Tính: 43 + 23 = ?,67,66,76,56,66
